PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
Shaq Thompson,S,2012,4,5,0.9978,Washington,Sacramento,CA,38.5815719,-121.4943996,2015,1,25,CAR,OLB,Washington
Ross Cockrell,CB,2009,1260,3,0.8333,Duke,Charlotte,NC,35.2270869,-80.8431268,2014,4,109,BUF,DB,Duke
Walt Aikens,ATH,2009,1841,2,0.7722,Illinois,Charlotte,NC,35.2270869,-80.8431268,2014,4,125,MIA,DB,Liberty
Prince Shembo,ILB,2010,347,3,0.8899,Notre Dame,Charlotte,NC,35.2270869,-80.8431268,2014,4,139,ATL,LB,Notre Dame
D.J. Humphries,OT,2012,3,5,0.998,Florida,Charlotte,NC,35.2270869,-80.8431268,2015,1,24,ARI,T,Florida
Hau'oli Kikaha,SDE,2010,971,3,0.8542,Washington,Kahuku,HI,21.679124,-157.94838,2015,2,44,NOR,OLB,Washington
Von Miller,OLB,2007,288,3,0.8844,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,2011,1,2,DEN,LB,Texas A&M
Cyrus Gray,RB,2008,70,4,0.9668,Texas A&M,DeSoto,TX,32.6060145,-96.86565754,2012,6,182,KAN,RB,Texas A&M
Marcus Murphy,RB,2010,564,3,0.8701,Missouri,DeSoto,TX,32.6060145,-96.86565754,2015,7,230,NOR,RB,Missouri
Jalen Mills,CB,2012,638,3,0.8692,LSU,DeSoto,TX,32.6060145,-96.86565754,2016,7,233,PHI,FS,LSU
Carl Bradford,ILB,2010,621,3,0.867,Arizona State,Norco,CA,33.9323307,-117.5508901,2014,4,121,GNB,LB,Arizona State
Robert Blanton,CB,2008,271,4,0.8979,Notre Dame,Matthews,NC,35.1170873,-80.723718,2012,5,139,MIN,DB,Notre Dame
Darius Kilgo,DT,2010,1291,3,0.8417,Maryland,Matthews,NC,35.1170873,-80.723718,2015,6,203,DEN,NT,Maryland
Cameron Erving,DT,2010,851,3,0.859,Florida State,Moultrie,GA,31.1811523,-83.7878809,2015,1,19,CLE,C,Florida State
Travis Lewis,ILB,2007,312,3,0.8781,Oklahoma,San Antonio,TX,29.4246002,-98.4951405,2012,7,223,DET,LB,Oklahoma
Scott Solomon,WDE,2007,1899,2,0.7222,Rice,San Antonio,TX,29.4246002,-98.4951405,2012,7,211,TEN,DE,Rice
Jace Amaro,TE,2011,119,4,0.9408,Texas Tech,San Antonio,TX,29.4246002,-98.4951405,2014,2,49,NYJ,TE,Texas Tech
Mykkele Thompson,ATH,2011,187,4,0.9172,Texas,San Antonio,TX,29.4246002,-98.4951405,2015,5,144,NYG,S,Texas
Derrick Kindred,S,2012,2512,2,0.7593,TCU,San Antonio,TX,29.4246002,-98.4951405,2016,4,129,CLE,FS,TCU
Andre Smith,S,2008,1174,3,0.8146,Arkansas State,Killeen,TX,31.1171441,-97.727796,2009,1,6,CIN,T,Alabama
David Cobb,RB,2011,1005,3,0.8338,Minnesota,Killeen,TX,31.1171441,-97.727796,2015,5,138,TEN,RB,Minnesota
Billy Winn,SDE,2007,321,3,0.8778,Boise State,Las Vegas,NV,36.1662859,-115.149225,2012,6,205,CLE,DT,Boise State
Brandon Marshall,OLB,2007,1685,2,0.7667,Nevada,Las Vegas,NV,36.1662859,-115.149225,2012,5,142,JAX,LB,Nevada
Korey Toomer,OLB,2007,2043,2,0.7222,Idaho,Las Vegas,NV,36.1662859,-115.149225,2012,5,154,SEA,LB,Idaho
Lawrence Guy,DT,2008,171,4,0.9247,Arizona State,Las Vegas,NV,36.1662859,-115.149225,2011,7,233,GNB,DT,Arizona State
Kerwynn Williams,APB,2009,2029,2,0.7667,Utah State,Las Vegas,NV,36.1662859,-115.149225,2013,7,230,IND,RB,Utah State
Ronnie Stanley,OT,2012,125,4,0.9462,Notre Dame,Las Vegas,NV,36.1662859,-115.149225,2016,1,6,BAL,T,Notre Dame
Jeremiah Poutasi,OT,2012,213,4,0.9201,Utah,Las Vegas,NV,36.1662859,-115.149225,2015,3,66,TEN,G,Utah
Rishard Matthews,WR,2007,939,3,0.8333,Oregon,Bakersfield,CA,35.3738712,-119.0194639,2012,7,227,MIA,WR,Nevada
Ryan Mathews,RB,2007,1070,3,0.8198,Fresno State,Bakersfield,CA,35.3738712,-119.0194639,2010,1,12,SDG,RB,Fresno State
Derek Carr,PRO,2009,315,4,0.8913,Fresno State,Bakersfield,CA,35.3738712,-119.0194639,2014,2,36,OAK,QB,Fresno State
Cody Kessler,PRO,2011,145,4,0.9311,USC,Bakersfield,CA,35.3738712,-119.0194639,2016,3,93,CLE,QB,USC
Travis Kelce,TE,2008,1583,2,0.7667,Cincinnati,Cleveland,OH,41.5051613,-81.6934446,2013,3,63,KAN,TE,Cincinnati
Jonathan Newsome,OLB,2009,417,3,0.8801,Ohio State,Cleveland,OH,41.5051613,-81.6934446,2014,5,166,IND,LB,Ball State
Jake Ryan,ILB,2010,748,3,0.8622,Michigan,Cleveland,OH,41.5051613,-81.6934446,2015,4,129,GNB,OLB,Michigan
Cardale Jones,PRO,2011,398,3,0.8715,Ohio State,Cleveland,OH,41.5051613,-81.6934446,2016,4,139,BUF,QB,Ohio State
Frank Clark,ATH,2011,692,3,0.8516,Michigan,Cleveland,OH,41.5051613,-81.6934446,2015,2,63,SEA,DE,Michigan
Willie Henry,DT,2012,966,3,0.8437,Michigan,Cleveland,OH,41.5051613,-81.6934446,2016,4,132,BAL,DT,Michigan
Michael Roberts,TE,2012,1489,3,0.8124,Ohio,Cleveland,OH,41.5051613,-81.6934446,2017,4,127,DET,TE,Toledo
Zac Brooks,ATH,2012,231,4,0.9165,Clemson,Jonesboro,AR,35.8428646,-90.7034522,2016,7,247,SEA,RB,Clemson
Earl Thomas,S,2007,336,3,0.8767,Texas,Orange,TX,30.1228634,-93.9041169,2010,1,14,SEA,DB,Texas
Jacquizz Rodgers,APB,2008,412,3,0.8794,Oregon State,Rosenberg,TX,29.5571825,-95.8085623,2011,5,145,ATL,RB,Oregon State
Michael Floyd,WR,2008,14,5,0.9914,Notre Dame,Saint Paul,MN,44.9504037,-93.1015026,2012,1,13,ARI,WR,Notre Dame
Seantrel Henderson,OT,2010,2,5,0.9988,Miami,Saint Paul,MN,44.9504037,-93.1015026,2014,7,237,BUF,OL,Miami
David Molk,OG,2007,350,3,0.8764,Michigan,Lemont,IL,41.673642,-88.0017261,2012,7,226,SDG,C,Michigan
Zaviar Gooden,S,2008,428,3,0.8778,Missouri,Pflugerville,TX,30.4393696,-97.6200043,2013,3,97,TEN,LB,Missouri
Alex Okafor,SDE,2009,36,4,0.98,Texas,Pflugerville,TX,30.4393696,-97.6200043,2013,4,103,ARI,DE,Texas
IK Enemkpali,OLB,2009,1442,3,0.8149,Louisiana Tech,Pflugerville,TX,30.4393696,-97.6200043,2014,6,210,NYJ,DT,Louisiana Tech
Tyrus Thompson,OT,2010,195,4,0.9191,Oklahoma,Pflugerville,TX,30.4393696,-97.6200043,2015,6,185,MIN,T,Oklahoma
Theo Riddick,APB,2009,292,4,0.8939,Notre Dame,Somerville,NJ,40.5742696,-74.60988,2013,6,199,DET,RB,Notre Dame
David Paulson,TE,2007,1047,3,0.8229,Oregon,Auburn,WA,47.3075369,-122.2301808,2012,7,240,PIT,TE,Oregon
Danny Shelton,DT,2011,319,3,0.8826,Washington,Auburn,WA,47.3075369,-122.2301808,2015,1,12,CLE,NT,Washington
Coby Fleener,TE,2007,914,3,0.8333,Stanford,Joliet,IL,41.5263603,-88.0840212,2012,2,34,IND,TE,Stanford
Stansly Maponga,SDE,2009,887,3,0.8528,TCU,Carrollton,TX,32.9537349,-96.8902816,2013,5,153,ATL,DE,TCU
Ryan Russell,ATH,2010,1810,3,0.8111,Purdue,Carrollton,TX,32.9537349,-96.8902816,2015,5,163,DAL,DE,Purdue
Deatrich Wise Jr.,WDE,2012,381,3,0.8894,Arkansas,Carrollton,TX,32.9537349,-96.8902816,2017,4,131,NWE,DE,Arkansas
Keenan Allen,S,2010,10,5,0.9949,California,Greensboro,NC,36.0726355,-79.7919754,2013,3,76,SDG,WR,California
David Amerson,S,2010,269,4,0.9021,N.C. State,Greensboro,NC,36.0726355,-79.7919754,2013,2,51,WAS,DB,North Carolina State
Eric Ebron,TE,2011,438,3,0.8671,North Carolina,Greensboro,NC,36.0726355,-79.7919754,2014,1,10,DET,TE,North Carolina
D.J. Reader,OG,2012,373,4,0.8903,Clemson,Greensboro,NC,36.0726355,-79.7919754,2016,5,166,HOU,NT,Clemson
Nick Fairley,DT,2007,379,3,0.8733,Auburn,Wesson,MS,31.701277,-90.3975928,2011,1,13,DET,DT,Auburn
Mike Gillislee,RB,2009,144,4,0.9314,Florida,Deland,FL,29.0283213,-81.3031098,2013,5,164,MIA,RB,Florida
DeAngelo Smith,WR,2009,938,3,0.851,South Carolina,Kingsland,GA,30.7999563,-81.6898261,2009,5,143,DAL,DB,Cincinnati
Terrence Brooks,CB,2010,437,3,0.8795,Florida State,Dunnellon,FL,29.0491426,-82.4609331,2014,3,79,BAL,DB,Florida State
George Iloka,ATH,2008,1760,2,0.7667,Boise State,Sugar Land,TX,29.6196787,-95.6349463,2012,5,167,CIN,DB,Boise State
Evan Rodriguez,S,2007,390,3,0.8733,West Virginia,North Bergen,NJ,40.8042674,-74.012084,2012,4,111,CHI,TE,Temple
B.J. Coleman,PRO,2007,392,3,0.8719,Tennessee,Chattanooga,TN,35.0456297,-85.3096801,2012,7,243,GNB,QB,Tenn-Chattanooga
Hroniss Grasu,OC,2010,617,3,0.867,Oregon,Encino,CA,34.1591324,-118.5016166,2015,3,71,CHI,C,Oregon
Mike Mitchell,OG,2010,1896,3,0.8083,Nevada,Encino,CA,34.1591324,-118.5016166,2009,2,47,OAK,DB,Ohio
Devin Lucien,WR,2011,272,4,0.8922,UCLA,Encino,CA,34.1591324,-118.5016166,2016,7,225,NWE,WR,Arizona State
Doug Martin,RB,2007,1508,2,0.7771,Boise State,Stockton,CA,37.9577016,-121.2907796,2012,1,31,TAM,RB,Boise State
Rhett Ellison,TE,2007,409,3,0.8701,USC,Mountain View,CA,37.3893889,-122.0832101,2012,4,128,MIN,RB,USC
Donald Stephenson,OT,2007,410,3,0.8701,Oklahoma,Blue Springs,MO,39.017316,-94.282265,2012,3,74,KAN,T,Oklahoma
Marcus Peters,CB,2011,489,3,0.8634,Washington,Oakland,CA,37.8044557,-122.2713563,2015,1,18,KAN,CB,Washington
Cameron Jordan,SDE,2007,564,3,0.8556,California,Chandler,AZ,33.3067132,-111.8408489,2011,1,24,NOR,DE,California
Dion Jordan,WDE,2008,243,4,0.9044,Oregon,Chandler,AZ,33.3067132,-111.8408489,2013,1,3,MIA,DE,Oregon
Marc Anthony,CB,2008,359,3,0.8853,California,Chandler,AZ,33.3067132,-111.8408489,2013,7,247,BAL,DB,California
Markus Wheaton,ATH,2009,498,3,0.8733,Oregon State,Chandler,AZ,33.3067132,-111.8408489,2013,3,79,PIT,WR,Oregon State
Christian Westerman,OT,2011,10,5,0.9929,Auburn,Chandler,AZ,33.3067132,-111.8408489,2016,5,161,CIN,G,Arizona State
Brett Hundley,DUAL,2011,67,4,0.9645,UCLA,Chandler,AZ,33.3067132,-111.8408489,2015,5,147,GNB,QB,UCLA
Paul Perkins,ATH,2012,690,3,0.865,UCLA,Chandler,AZ,33.3067132,-111.8408489,2016,5,149,NYG,RB,UCLA
Dan Williams,OLB,2007,635,3,0.8497,Boston College,Belmont,MA,42.3959296,-71.1786655,2010,1,26,ARI,DT,Tennessee
Carlos Hyde,FB,2009,227,4,0.9078,Ohio State,Naples,FL,26.1420358,-81.7948103,2014,2,57,SFO,RB,Ohio State
Jeff Heuerman,TE,2011,413,3,0.8696,Ohio State,Naples,FL,26.1420358,-81.7948103,2015,3,92,DEN,TE,Ohio State
Winston Guy,S,2008,248,4,0.9033,Kentucky,Lexington,KY,38.0464066,-84.4970393,2012,6,181,SEA,DB,Kentucky
DeVante Parker,WR,2011,302,3,0.8865,Louisville,Louisville,KY,38.2542376,-85.759407,2015,1,14,MIA,WR,Louisville
Jamon Brown,DT,2011,532,3,0.8609,Louisville,Louisville,KY,38.2542376,-85.759407,2015,3,72,STL,T,Louisville
Jonathan Cooper,OG,2008,462,3,0.8764,North Carolina,Wilmington,NC,34.2257282,-77.9447107,2013,1,7,ARI,G,North Carolina
Tyler Eifert,TE,2009,583,3,0.8684,Notre Dame,Fort Wayne,IN,41.0799898,-85.1386015,2013,1,21,CIN,TE,Notre Dame
Brandon Hardin,CB,2007,1082,3,0.8181,Oregon State,Honolulu,HI,21.3250785,-157.8466442,2012,3,79,CHI,DB,Oregon State
Manti Te'o,ILB,2009,4,5,0.9977,Notre Dame,Honolulu,HI,21.3250785,-157.8466442,2013,2,38,SDG,LB,Notre Dame
Marcus Mariota,DUAL,2011,491,3,0.8631,Oregon,Honolulu,HI,21.3250785,-157.8466442,2015,1,2,TEN,QB,Oregon
DeForest Buckner,WDE,2012,224,4,0.9177,Oregon,Honolulu,HI,21.3250785,-157.8466442,2016,1,7,SFO,DE,Oregon
Dorial Green-Beckham,WR,2012,1,5,0.9998,Missouri,Springfield,MO,37.2166779,-93.2920373,2015,2,40,TEN,WR,Oklahoma
Kirk Cousins,PRO,2008,1302,3,0.8083,Michigan State,Holland,MI,42.7876022,-86.1090828,2012,4,102,WAS,QB,Michigan State
D.J. Campbell,ATH,2007,474,3,0.8622,California,North Las Vegas,NV,36.2008371,-115.1120958,2012,7,216,CAR,DB,California
Juron Criner,WR,2008,616,3,0.8608,Arizona,North Las Vegas,NV,36.2008371,-115.1120958,2012,5,168,OAK,WR,Arizona
Connor Cook,PRO,2011,949,3,0.8367,Michigan State,Stow,OH,41.1596261,-81.4406258,2016,4,100,OAK,QB,Michigan State
Drew Kaser,P,2011,2157,2,0.7444,Texas A&M,Stow,OH,41.1596261,-81.4406258,2016,6,179,SDG,P,Texas A&M
Sanders Commings,CB,2008,527,3,0.8684,Georgia,Augusta,GA,33.4709714,-81.9748429,2013,5,134,KAN,DB,Georgia
Jonathan Baldwin,WR,2008,13,5,0.9914,Pittsburgh,Aliquippa,PA,40.6102386,-80.267726,2011,1,26,KAN,WR,Pittsburgh
Isaac Asiata,OG,2011,457,3,0.8659,Utah,Spanish Fork,UT,40.114955,-111.654923,2017,5,164,MIA,G,Utah
Whitney Mercilus,SDE,2008,699,3,0.8542,Illinois,Akron,OH,41.083064,-81.518485,2012,1,26,HOU,DE,Illinois
Doran Grant,CB,2011,59,4,0.9705,Ohio State,Akron,OH,41.083064,-81.518485,2015,4,121,PIT,CB,Ohio State
Bryan Anger,K,2007,621,3,0.851,California,Camarillo,CA,34.2163939,-119.0376024,2012,3,70,JAX,P,California
Kendall Hunter,RB,2007,501,3,0.859,Oklahoma State,Tyler,TX,32.3512601,-95.3010624,2011,4,115,SFO,RB,Oklahoma State
Aldon Smith,SDE,2008,734,3,0.8514,Missouri,Kansas City,MO,39.0844687,-94.5630298,2011,1,7,SFO,DE,Missouri
Dexter McDonald,CB,2010,601,3,0.8684,Kansas,Kansas City,MO,39.0844687,-94.5630298,2015,7,242,OAK,CB,Kansas
Mitchell Schwartz,OT,2007,508,3,0.8576,California,Pacific Palisades,CA,34.0480643,-118.5264706,2012,2,37,CLE,T,California
Zach Brown,RB,2007,1035,3,0.8229,Wisconsin,West Palm Beach,FL,26.7153425,-80.0533746,2012,2,52,TEN,LB,North Carolina
Pat O'Donnell,P,2009,2153,2,0.7444,Cincinnati,West Palm Beach,FL,26.7153425,-80.0533746,2014,6,191,CHI,P,Miami
Jeff Baca,OG,2008,608,3,0.8608,UCLA,Mission Viejo,CA,33.5965685,-117.659405,2013,6,196,MIN,G,UCLA
EJ Manuel,DUAL,2008,26,5,0.9849,Florida State,Virginia Beach,VA,36.7953025,-76.05092512,2013,1,16,BUF,QB,Florida State
Shamarko Thomas,S,2009,2067,2,0.7444,Syracuse,Virginia Beach,VA,36.7953025,-76.05092512,2013,4,111,PIT,DB,Syracuse
Justin Hunter,WR,2010,33,4,0.9829,Tennessee,Virginia Beach,VA,36.7953025,-76.05092512,2013,2,34,TEN,WR,Tennessee
Eli Harold,WDE,2012,43,4,0.9802,Virginia,Virginia Beach,VA,36.7953025,-76.05092512,2015,3,79,SFO,OLB,Virginia
Kendall Reyes,OLB,2007,1763,2,0.7444,Connecticut,Nashua,NH,42.7653662,-71.467566,2012,2,49,SDG,DT,Connecticut
Doug Hogue,RB,2007,525,3,0.8559,Syracuse,Yonkers,NY,40.9312099,-73.8987469,2011,5,157,DET,LB,Syracuse
Curtis Marsh,RB,2007,1870,2,0.7444,Utah State,Simi Valley,CA,34.2694474,-118.781482,2011,3,90,PHI,DB,Utah State
Carter Bykowski,TE,2008,1799,2,0.7628,Iowa State,Eden Prairie,MN,44.8546856,-93.470786,2013,7,246,SFO,OL,Iowa State
Clint Boling,OT,2007,568,3,0.8545,Georgia,Alpharetta,GA,34.0709576,-84.2747329,2011,4,101,CIN,G,Georgia
Brandon Hogan,ATH,2007,573,3,0.8542,West Virginia,Manassas,VA,38.744947,-77.48244423,2011,4,98,CAR,DB,West Virginia
Patrick Peterson,CB,2008,6,5,0.9977,LSU,Pompano Beach,FL,26.2378597,-80.1247667,2011,1,5,ARI,DB,LSU
Jabari Price,CB,2010,877,3,0.8559,North Carolina,Pompano Beach,FL,26.2378597,-80.1247667,2014,7,225,MIN,DB,North Carolina
Brandon Doughty,PRO,2010,1133,3,0.8479,Western Kentucky,Pompano Beach,FL,26.2378597,-80.1247667,2016,7,223,MIA,QB,Western Kentucky
Stacy McGee,DT,2008,149,4,0.9298,Oklahoma,Muskogee,OK,35.7478769,-95.3696909,2013,6,205,OAK,DT,Oklahoma
Jamie Collins,ATH,2009,806,3,0.8559,Southern Miss,Meadville,MS,31.4723928,-90.8967682,2013,2,52,NWE,LB,Southern Miss
Ryan Kerrigan,SDE,2007,595,3,0.8528,Purdue,Muncie,IN,40.1936683,-85.3865114,2011,1,16,WAS,DE,Purdue
Chris Hairston,RB,2011,1480,3,0.7984,East Carolina,Winston Salem,NC,36.0998131,-80.2440518,2011,4,122,BUF,T,Clemson
Nick Foles,PRO,2007,613,3,0.851,Michigan State,Austin,TX,30.2711286,-97.7436995,2012,3,88,PHI,QB,Arizona
Garrett Gilbert,PRO,2009,13,5,0.9918,Texas,Austin,TX,30.2711286,-97.7436995,2014,6,214,STL,QB,SMU
Ryan Swope,ATH,2009,600,3,0.867,Texas A&M,Austin,TX,30.2711286,-97.7436995,2013,6,174,ARI,WR,Texas A&M
Mitch Morse,OT,2010,404,3,0.8826,Missouri,Austin,TX,30.2711286,-97.7436995,2015,2,49,KAN,G,Missouri
Bryce Hager,ILB,2010,2088,2,0.7889,Baylor,Austin,TX,30.2711286,-97.7436995,2015,7,224,STL,ILB,Baylor
Torrey Smith,DUAL,2007,615,3,0.851,Maryland,Fredericksburg,VA,38.3031837,-77.4605399,2011,2,58,BAL,WR,Maryland
Dexter McDougle,ATH,2009,545,3,0.8715,Maryland,Fredericksburg,VA,38.3031837,-77.4605399,2014,3,80,NYJ,DB,Maryland
Ryan Carrethers,DT,2009,1768,2,0.7889,Arkansas State,Brentwood,TN,36.0325687,-86.7825235,2014,5,165,SDG,DT,Arkansas State
Josh Boyce,ATH,2009,720,3,0.8604,TCU,Copperas Cove,TX,31.124062,-97.9030785,2013,4,102,NWE,WR,TCU
Ryan Tannehill,DUAL,2007,630,3,0.851,Texas A&M,Big Spring,TX,32.250398,-101.4787356,2012,1,8,MIA,QB,Texas A&M
Devin Street,WR,2009,1529,3,0.8111,Pittsburgh,Bethlehem,PA,40.6178915,-75.3786521,2014,5,146,DAL,WR,Pittsburgh
Danny Coale,WR,2007,1108,3,0.8149,Virginia Tech,Alexandria,VA,38.8147596,-77.09024765,2012,5,152,DAL,WR,Virginia Tech
Mike Evans,WR,2011,733,3,0.8493,Texas A&M,Galveston,TX,29.299328,-94.7945882,2014,1,7,TAM,WR,Texas A&M
Jared Crick,DT,2007,645,3,0.8497,Nebraska,Cozad,NE,40.859729,-99.987344,2012,4,126,HOU,DE,Nebraska
Mark Ingram,RB,2008,112,4,0.9444,Alabama,Flint,MI,43.0171773,-83.7236024,2011,1,28,NOR,RB,Alabama
Ryan Lindley,PRO,2007,654,3,0.8479,San Diego State,Lakeside,CA,32.85041,-116.8960013,2012,6,185,ARI,QB,San Diego State
Bradley Pinion,P,2012,813,3,0.8538,Clemson,Concord,NC,35.4093772,-80.5797416,2015,5,165,SFO,P,Clemson
Kenny Hilliard,RB,2011,114,4,0.9432,LSU,Patterson,LA,37.471623,-121.1296949,2015,7,235,HOU,RB,LSU
Miles Burris,ILB,2007,670,3,0.8479,San Diego State,Granite Bay,CA,38.762173,-121.1850335,2012,4,129,OAK,LB,San Diego State
Devon Wylie,WR,2007,1445,2,0.7889,Fresno State,Granite Bay,CA,38.762173,-121.1850335,2012,4,107,KAN,WR,Fresno State
John Simon,DT,2009,188,4,0.9183,Ohio State,Youngstown,OH,41.1035786,-80.6520161,2013,4,129,BAL,DE,Ohio State
Corey Linsley,OG,2009,199,4,0.9152,Ohio State,Youngstown,OH,41.1035786,-80.6520161,2014,5,161,GNB,C,Ohio State
Sammy Watkins,WR,2011,20,5,0.9906,Clemson,Fort Myers,FL,26.640628,-81.8723084,2014,1,4,BUF,WR,Clemson
Arthur Brown,ILB,2008,8,5,0.996,Miami,Wichita,KS,37.6922361,-97.3375448,2013,2,56,BAL,LB,Kansas State
Bryce Brown,RB,2009,2,5,0.9992,Tennessee,Wichita,KS,37.6922361,-97.3375448,2012,7,229,PHI,RB,Kansas State
Blake Bell,DUAL,2010,66,4,0.9678,Oklahoma,Wichita,KS,37.6922361,-97.3375448,2015,4,117,SFO,TE,Oklahoma
Joseph Randle,ATH,2010,330,4,0.8917,Oklahoma State,Wichita,KS,37.6922361,-97.3375448,2013,5,151,DAL,RB,Oklahoma State
JaCorey Shepherd,WR,2011,750,3,0.8484,Kansas,Mesquite,TX,32.7666103,-96.599472,2015,6,191,PHI,CB,Kansas
Jakeem Grant,WR,2011,973,3,0.8362,Texas Tech,Mesquite,TX,32.7666103,-96.599472,2016,6,186,MIA,WR,Texas Tech
Cedric Ogbuehi,OT,2010,125,4,0.9412,Texas A&M,Allen,TX,33.1031744,-96.6705503,2015,1,21,CIN,T,Texas A&M
Tank Carder,ATH,2007,1569,2,0.7667,TCU,Brownsville,TX,25.9140256,-97.4890856,2012,5,147,BUF,LB,TCU
Kavon Frazier,S,2012,2661,2,0.7481,Central Michigan,Grand Rapids,MI,42.9632405,-85.6678639,2016,6,212,DAL,SS,Central Michigan
T.J. Clemmings,SDE,2010,193,4,0.9205,Pittsburgh,Paterson,NJ,40.9167654,-74.171811,2015,4,110,MIN,T,Pittsburgh
Jon Halapio,OG,2009,972,3,0.8497,Florida,Saint Petersburg,FL,27.7703796,-82.6695085,2014,6,179,NWE,OL,Florida
Jonte Green,CB,2009,2288,2,0.7,New Mexico State,Saint Petersburg,FL,27.7703796,-82.6695085,2012,6,196,DET,DB,New Mexico State
Dante Fowler,WDE,2012,36,5,0.9842,Florida,Saint Petersburg,FL,27.7703796,-82.6695085,2015,1,3,JAX,OLB,Florida
Rayshawn Jenkins,S,2012,842,3,0.8524,Miami,Saint Petersburg,FL,27.7703796,-82.6695085,2017,4,113,LAC,S,Miami
Keith Tandy,CB,2007,1242,3,0.8104,West Virginia,Hopkinsville,KY,36.8657651,-87.4889532,2012,6,174,TAM,DB,West Virginia
Sharrif Floyd,SDE,2010,6,5,0.997,Florida,Philadelphia,PA,39.9523993,-75.1635899,2013,1,23,MIN,DT,Florida
Ibraheim Campbell,S,2010,886,3,0.8559,Northwestern,Philadelphia,PA,39.9523993,-75.1635899,2015,4,115,CLE,SS,Northwestern
Will Parks,CB,2012,1314,3,0.8224,Arizona,Philadelphia,PA,39.9523993,-75.1635899,2016,6,219,DEN,S,Arizona
Khaled Holmes,OG,2008,109,4,0.9457,USC,Santa Ana,CA,33.7494951,-117.8732213,2013,4,121,IND,C,USC
Roy Helu,RB,2007,782,3,0.8385,Nebraska,Danville,CA,37.8215929,-121.9999606,2011,4,105,WAS,RB,Nebraska
Zach Ertz,TE,2009,224,4,0.909,Stanford,Danville,CA,37.8215929,-121.9999606,2013,2,35,PHI,TE,Stanford
Derrick Henry,CB,2007,1728,2,0.7444,Ball State,Columbus,OH,39.9622601,-83.0007065,2016,2,45,TEN,RB,Alabama
Tyler Sash,ATH,2007,797,3,0.8372,Iowa,Oskaloosa,IA,41.2963365,-92.6449612,2011,6,198,NYG,DB,Iowa
Davante Adams,WR,2011,2368,2,0.7333,Fresno State,Palo Alto,CA,37.442156,-122.1634472,2014,2,53,GNB,WR,Fresno State
Jamoris Slaughter,S,2008,115,4,0.9439,Notre Dame,Tucker,GA,33.8501955,-84.20121473,2013,6,175,CLE,DB,Notre Dame
Senio Kelemete,OT,2008,333,3,0.8898,Washington,Burien,WA,47.469918,-122.3485274,2012,5,151,ARI,G,Washington
LaVon Brazill,WR,2007,1990,2,0.7222,Ohio,Lake Worth,FL,26.6159698,-80.0569927,2012,6,206,IND,WR,Ohio
Joe Looney,OG,2008,610,3,0.8608,Wake Forest,Lake Worth,FL,26.6159698,-80.0569927,2012,4,117,SFO,G,Wake Forest
Tre Mason,RB,2011,262,4,0.8954,Auburn,Lake Worth,FL,26.6159698,-80.0569927,2014,3,75,STL,RB,Auburn
Phillip Gaines,CB,2009,1297,3,0.8306,Rice,Converse,TX,29.5180081,-98.3161241,2014,3,87,KAN,DB,Rice
Jeremy Sprinkle,TE,2012,617,3,0.8708,Arkansas,White Hall,AR,34.2739862,-92.0909766,2017,5,154,WAS,TE,Arkansas
Jamaal Williams,APB,2012,1149,3,0.8335,Brigham Young,Fontana,CA,34.0922335,-117.435048,2017,4,134,GNB,RB,BYU
Jerrel Jernigan,ATH,2007,851,3,0.8333,Troy,Attalla,AL,34.0336925,-86.10222948,2011,3,83,NYG,WR,Troy
Cyril Richardson,OT,2009,986,3,0.8479,Baylor,Fort Worth,TX,32.753177,-97.3327459,2014,5,153,BUF,G,Baylor
Halapoulivaati Vaitai,OT,2012,270,4,0.9086,TCU,Fort Worth,TX,32.753177,-97.3327459,2016,5,164,PHI,T,TCU
Timmy Jernigan,DT,2011,11,5,0.9927,Florida State,Lake City,FL,30.1896756,-82.6392899,2014,2,48,BAL,DT,Florida State
Christian Kirksey,OLB,2010,944,3,0.8556,Iowa,Saint Louis,MO,38.6337716,-90.2416548,2014,3,71,CLE,LB,Iowa
Jehu Chesson,WR,2012,691,3,0.865,Michigan,Saint Louis,MO,38.6337716,-90.2416548,2017,4,139,KAN,WR,Michigan
Terry Hawthorne,WR,2009,72,4,0.9664,Illinois,East Saint Louis,IL,38.6244952,-90.1509429,2013,5,150,PIT,DB,Illinois
Knile Davis,RB,2009,207,4,0.9127,Arkansas,Missouri City,TX,29.6185669,-95.5377215,2013,3,96,KAN,RB,Arkansas
Jake Matthews,OT,2010,38,4,0.981,Texas A&M,Missouri City,TX,29.6185669,-95.5377215,2014,1,6,ATL,T,Texas A&M
DeAndre Washington,RB,2011,293,3,0.8876,Texas Tech,Missouri City,TX,29.6185669,-95.5377215,2016,5,143,OAK,RB,Texas Tech
Brandon Hughes,OLB,2012,2818,2,0.7333,Fresno State,Moorpark,CA,34.285558,-118.8820414,2009,5,148,SDG,DB,Oregon State
Michael Egnew,WR,2008,1417,2,0.7889,Missouri,Plainview,TX,34.1847936,-101.7068417,2012,3,78,MIA,TE,Missouri
