,city,college,heightFt,heightIn,location,player,position,rank,rate,school,score,state,weight,year
201991,Frederick,Maryland,6,1,"Frederick, MD, united states of america",Joe Riddle,RB,1695,3,Linganore,0.8018,MD,195,2012
201992,Brentwood,Idaho,6,5,"Brentwood, CA, united states of america",Kyree Oliver,OT,1696,3,Heritage,0.8018,CA,290,2012
201993,Camas,Penn State,6,1,"Camas, WA, united states of america",Jonathan Warner,WR,1697,3,Camas,0.8018,WA,200,2012
201994,Plano,Rice,6,5,"Plano, TX, united states of america",Brandon Dawkins,OT,1698,3,Prestonwood Christian,0.8018,TX,290,2012
202695,Miami,NoCollege,6,1,"Miami, FL, united states of america",Brian Nicholson,OLB,1699,3,Miami Central,0.8015,FL,203,2012
202696,Fayetteville,Arkansas,6,1,"Fayetteville, AR, united states of america",Brad Culp,WR,1700,3,Fayetteville,0.8015,AR,180,2012
202697,Prairie Village,NoCollege,6,4,"Prairie Village, KS, united states of america",Elliot Faerber,WR,1701,3,Shawnee Mission East,0.8015,KS,195,2012
202698,Elk Grove,UNLV,6,3,"Elk Grove, CA, united states of america",Michael Thomas,WR,1702,3,Cosumnes Oaks,0.8015,CA,173,2012
202699,Cleveland,Yale,6,3,"Cleveland, OH, united states of america",Eric Williams,PRO,1703,3,St Ignatius,0.8015,OH,190,2012
202700,Phoenix,Arizona,6,1,"Phoenix, AZ, united states of america",Jamar Allah,CB,1704,3,North Canyon,0.8015,AZ,185,2012
202701,Harrisonville,Kansas State,6,4,"Harrisonville, MO, united states of america",Travis Britz,DT,1705,3,Harrisonville,0.8015,MO,280,2012
202702,Palm Beach Gardens,Syracuse,6,1,"Palm Beach Gardens, FL, united states of america",Julian Whigham,WR,1706,3,Dwyer,0.8014,FL,170,2012
202703,Columbus,NoCollege,6,5,"Columbus, MS, united states of america",Lawrence Brown,TE,1707,3,New Hope,0.8014,MS,220,2012
202704,Culver City,Arizona,6,4,"Culver City, CA, united states of america",Yamen Sanders,OLB,1708,3,Culver City,0.8013,CA,185,2012
202705,DeSoto,Air Force,5,9,"DeSoto, TX, united states of america",Devin Rushing,RB,1709,3,DeSoto,0.8013,TX,175,2012
202706,Tampa,FIU,6,0,"Tampa, FL, united states of america",Lamarq Caldwell,RB,1710,3,Tampa Bay Tech,0.8012,FL,197,2012
202707,Saint Louis,Northwestern,6,2,"Saint Louis, MO, united states of america",Mike McHugh,WR,1711,3,Kirkwood,0.8011,MO,180,2012
202708,Coppell,SMU,6,4,"Coppell, TX, united states of america",Sam Rice,OT,1712,3,Coppell,0.8010,TX,290,2012
202709,Fort Washington,NoCollege,6,3,"Fort Washington, MD, united states of america",Demetrius Lofton,WDE,1713,3,Friendly,0.8009,MD,230,2012
202710,Stone Mountain,NoCollege,5,9,"Stone Mountain, GA, united states of america",T.J. Moon,RB,1714,3,Stephenson,0.8008,GA,217,2012
202711,Buford,NoCollege,6,2,"Buford, GA, united states of america",Rick Legrant,WDE,1715,3,Buford,0.8008,GA,230,2012
202712,Mckees Rocks,Syracuse,6,1,"Mckees Rocks, PA, united states of america",Dontez Ford,ATH,1716,3,Sto-Rox,0.8006,PA,190,2012
202713,Upland,Colorado,5,10,"Upland, CA, united states of america",Donta Abron,RB,1717,3,Upland,0.8005,CA,195,2012
202714,Fort Lauderdale,Western Michigan,5,10,"Fort Lauderdale, FL, united states of america",Daniel Braverman,WR,1718,3,University School,0.8005,FL,180,2012
202715,Fort Meade,NoCollege,6,1,"Fort Meade, FL, united states of america",Maurice Russell,ILB,1719,3,Fort Meade,0.8004,FL,220,2012
202716,Pensacola,UCF,6,4,"Pensacola, FL, united states of america",Luke Adams,WDE,1720,3,Pensacola Catholic,0.8004,FL,225,2012
202717,Ashburn,Virginia,6,5,"Ashburn, VA, united states of america",Jackson Matteo,OT,1721,3,Broad Run,0.8003,VA,275,2012
202718,Novi,NoCollege,6,5,"Novi, MI, united states of america",Matt Doneth,TE,1722,3,Catholic Central,0.8003,MI,230,2012
202719,Bryan,Rice,6,4,"Bryan, TX, united states of america",David Wilganowski,WDE,1723,3,Bryan,0.8003,TX,230,2012
202720,Pittsburg,NoCollege,6,4,"Pittsburg, TX, united states of america",Chadd Dansby,TE,1724,3,Carlisle,0.8002,TX,221,2012
202721,Oak Hill,Kent State,6,2,"Oak Hill, OH, united states of america",Chris Fairchild,OG,1725,3,Oak Hill,0.8002,OH,270,2012
202722,Williams,San Diego State,5,11,"Williams, AZ, united states of america",Alex Howard,RB,1726,3,Williams,0.8002,AZ,197,2012
202723,Fort Lauderdale,Pennsylvania,6,2,"Fort Lauderdale, FL, united states of america",Tyler Drake,WDE,1727,3,St. Thomas Aquinas,0.8002,FL,215,2012
202724,San Antonio,Indiana,6,5,"San Antonio, TX, united states of america",Ralph Green III,OT,1728,3,Sam Houston,0.8001,TX,338,2012
202725,Pensacola,Minnesota,6,2,"Pensacola, FL, united states of america",Damarius Travis,S,1729,3,Pensacola,0.8000,FL,205,2012
202726,Honolulu,Arizona,6,4,"Honolulu, HI, united states of america",Makani Kema-Kaleiwahea,TE,1730,3,Kamehameha,0.7999,HI,240,2012
202727,Ijamsville,Kent State,6,5,"Ijamsville, MD, united states of america",Colton Kmetz,WDE,1731,3,Urbana,0.7999,MD,220,2012
202728,Woodbridge,NoCollege,6,3,"Woodbridge, NJ, united states of america",Anthony Nyers,WR,1732,3,Woodbridge,0.7999,NJ,200,2012
202729,Central Valley,NoCollege,6,2,"Central Valley, NY, united states of america",Ryan Spelman,DUAL,1733,3,Monroe Woodbury,0.7999,NY,215,2012
202730,New Rochelle,UCLA,5,7,"New Rochelle, NY, united states of america",Justin Combs,CB,1734,3,Iona Preparatory School,0.7999,NY,172,2012
202731,Tallahassee,NoCollege,6,0,"Tallahassee, FL, united states of america",Marcus Wilson,S,1735,3,Lincoln,0.7999,FL,180,2012
202732,Homestead,Louisville,6,3,"Homestead, FL, united states of america",Pedro Sibiea,SDE,1736,3,Homestead,0.7999,FL,280,2012
202733,Pensacola,Georgia State,6,0,"Pensacola, FL, united states of america",LaDarion Young,ATH,1737,3,Pensacola Catholic,0.7999,FL,175,2012
202734,Warminster,Temple,5,8,"Warminster, PA, united states of america",Brandon Peoples,ATH,1738,3,Archbishop Wood,0.7999,PA,175,2012
202735,Calhoun,Air Force,6,2,"Calhoun, GA, united states of america",Reed Allen,OLB,1739,3,Calhoun,0.7999,GA,220,2012
202736,Spring,Rice,6,6,"Spring, TX, united states of america",Tyler Stehling,PRO,1740,3,Klein Collins,0.7999,TX,195,2012
202737,Whitehouse,NoCollege,5,11,"Whitehouse, TX, united states of america",Johnathan Aldridge,ATH,1741,3,Whitehouse,0.7999,TX,175,2012
202738,Broken Arrow,Tulsa,6,3,"Broken Arrow, OK, united states of america",Cory Rahmings,SDE,1742,3,Broken Bow,0.7999,OK,252,2012
202739,Dallas,North Texas,6,2,"Dallas, TX, united states of america",Roderick Lancaster,WR,1743,3,Life School Oak Cliff,0.7999,TX,190,2012
202740,Waynesboro,Georgia Military,6,2,"Waynesboro, GA, united states of america",DaVonte Lambert,SDE,1744,3,Burke County,0.7999,GA,260,2012
202741,Omaha,Southeast Missouri State,6,2,"Omaha, NE, united states of america",Terry Grigsby,WR,1745,3,Omaha North,0.7999,NE,185,2012
202742,West Helena,Arkansas State,6,2,"West Helena, AR, united states of america",Dakeathan Williams,RB,1746,3,Helena-West Helena Central,0.7999,AR,200,2012
202743,Knoxville,Tennessee,6,1,"Knoxville, TN, united states of america",George Bullock,K,1747,3,Knoxville West,0.7998,TN,190,2012
202744,Mason,Central Michigan,5,10,"Mason, MI, united states of america",Saylor Lavallii,RB,1748,3,Mason,0.7998,MI,190,2012
203445,Kings Mills,Miami (OH),5,9,"Kings Mills, OH, united states of america",Jamire Westbrook,RB,1749,3,Kings,0.7998,OH,205,2012
203446,Chesapeake,Maryland,6,2,"Chesapeake, VA, united states of america",Avery Thompson,OLB,1750,3,Grassfield,0.7997,VA,200,2012
203447,Bradenton,Iowa State,6,1,"Bradenton, FL, united states of america",Darius White,ILB,1751,3,Manatee,0.7995,FL,230,2012
203448,Miami,Texas Southern,6,0,"Miami, FL, united states of america",Elston Lane,WR,1752,3,Northwestern,0.7993,FL,180,2012
203449,Lakeland,NoCollege,6,6,"Lakeland, GA, united states of america",Jeremy Daniels,OG,1753,3,Lanier County,0.7992,GA,350,2012
203450,Lake Worth,NoCollege,6,3,"Lake Worth, FL, united states of america",Andy Daceus,SDE,1754,3,John I. Leonard,0.7992,FL,240,2012
203451,New Orleans,Tulane,6,5,"New Orleans, LA, united states of america",Alex Paul,OT,1755,3,Isidore Newman,0.7992,LA,305,2012
203452,West Palm Beach,Connecticut,5,11,"West Palm Beach, FL, united states of america",Jhavon Williams,CB,1756,3,Palm Beach Central,0.7987,FL,175,2012
203453,Miami,Washington State,5,10,"Miami, FL, united states of america",Feddie Davey,S,1757,3,Norland,0.7987,FL,190,2012
203454,Metairie,Washington State,6,4,"Metairie, LA, united states of america",Pierson Villarrubia,OT,1758,3,Lakeside,0.7983,LA,263,2012
203455,Smackover,Louisiana-Monroe,6,3,"Smackover, AR, united states of america",Jeff Savage,SDE,1759,3,Smackover,0.7983,AR,270,2012
203456,Tacoma,Washington State,6,3,"Tacoma, WA, united states of america",Jacob Tuivaiave,ILB,1760,3,Washington,0.7983,WA,240,2012
203457,Hackensack,NoCollege,6,3,"Hackensack, NJ, united states of america",Malik Bush,PRO,1761,3,Hackensack,0.7983,NJ,200,2012
203458,Miami,Cincinnati,6,1,"Miami, FL, united states of america",Corey Griffin,OLB,1762,3,Coral Reef,0.7983,FL,205,2012
203459,Houston,NoCollege,5,10,"Houston, TX, united states of america",Kevin Alexander,S,1763,3,North Shore,0.7983,TX,175,2012
203460,Kingsland,Iowa State,6,3,"Kingsland, GA, united states of america",Devlyn Cousin,DT,1764,3,Camden County,0.7982,GA,270,2012
203461,Groveport,Kent State,6,3,"Groveport, OH, united states of america",Jason O'Bryan,WR,1765,3,Groveport Madison,0.7981,OH,185,2012
203462,La Place,Colorado,5,11,"La Place, LA, united states of america",Jeffrey Hall,CB,1766,3,St Charles Catholic,0.7980,LA,165,2012
203463,Cedar Hill,North Texas,6,4,"Cedar Hill, TX, united states of america",Malik Dilonga,SDE,1767,3,Trinity Christian School,0.7978,TX,235,2012
203464,Toledo,Toledo,6,8,"Toledo, OH, united states of america",Storm Norton,OT,1768,3,Whitmer,0.7975,OH,280,2012
203465,Palatka,FIU,6,4,"Palatka, FL, united states of america",Leroy Owens,ILB,1769,3,Palatka,0.7973,FL,215,2012
203466,La Marque,Oregon State,6,3,"La Marque, TX, united states of america",Kendall Hill,WR,1770,3,La Marque,0.7972,TX,175,2012
203467,Leroy,Troy,6,3,"Leroy, AL, united states of america",Brandon Silvers,PRO,1771,3,Gulf Shores Sch,0.7970,AL,200,2012
203468,Blair,Ohio,6,2.5,"Blair, NE, united states of america",Jake Schany,ILB,1772,3,Blair,0.7970,NE,206,2012
203469,Newton,Air Force,6,3,"Newton, NC, united states of america",Tanner Fleming,OG,1773,3,Fred T Foard,0.7968,NC,277,2012
203470,Cherry Hill,Syracuse,6,1,"Cherry Hill, NJ, united states of america",Marcus Coleman,DT,1774,3,Camden Catholic,0.7968,NJ,275,2012
203471,Gilbert,Arizona State,6,3,"Gilbert, AZ, united states of america",Kody Kohl,TE,1775,3,Mesquite,0.7968,AZ,225,2012
203472,Franklin,NoCollege,6,4,"Franklin, TN, united states of america",Matt Kuivinen,PRO,1776,2,Franklin,0.7967,TN,205,2012
203473,La Puente,SMU,5,11,"La Puente, CA, united states of america",Ajee Montes,CB,1777,2,Bishop Amat,0.7967,CA,175,2012
203474,Towson,NoCollege,5,10,"Towson, MD, united states of america",Brandon Neverdon,RB,1778,2,Calvert Hall College,0.7967,MD,170,2012
203475,Daphne,Louisiana-Lafayette,6,4,"Daphne, AL, united states of america",Jeremy Sparks,OT,1779,2,Daphne,0.7965,AL,275,2012
203476,Marysville,Toledo,6,4,"Marysville, OH, united states of america",Craig Runyan,TE,1780,2,Marysville,0.7965,OH,225,2012
203477,Converse,Rice,6,3,"Converse, TX, united states of america",Dennis Parks,WR,1781,2,Judson,0.7965,TX,161,2012
203478,Madison,NoCollege,6,2,"Madison, MS, united states of america",Maurice Bennett,DT,1782,2,Madison Central,0.7965,MS,275,2012
203479,Birmingham,Southern Miss,5,10,"Birmingham, AL, united states of america",Kalan Reed,CB,1783,2,Briarwood Christian,0.7965,AL,183,2012
203480,Mastic Beach,James Madison,5,9,"Mastic Beach, NY, united states of america",Stacy Bedell,ATH,1784,2,William Floyd,0.7965,NY,152,2012
203481,Miami,NoCollege,6,5,"Miami, FL, united states of america",Samad Hinds,WR,1785,2,Miami Central,0.7965,FL,195,2012
203482,El Dorado Hills,Brigham Young,5,10,"El Dorado Hills, CA, united states of america",Dylan Collie,WR,1786,2,Oak Ridge,0.7965,CA,170,2012
203483,Delray Beach,UCF,6,4,"Delray Beach, FL, united states of america",Blake Davis,TE,1787,2,American Heritage B/D,0.7964,FL,220,2012
203484,Arroyo Grande,Oregon State,5,9,"Arroyo Grande, CA, united states of america",Garrett Owens,K,1788,2,Arroyo Grande,0.7962,CA,166,2012
203485,Pelham,UAB,6,5,"Pelham, AL, united states of america",Justin Forehand,OT,1789,2,Pelham,0.7962,AL,275,2012
203486,Fort Lauderdale,NoCollege,6,3,"Fort Lauderdale, FL, united states of america",Barrington Morris,SDE,1790,2,Piper,0.7962,FL,215,2012
203487,Daleville,Troy,5,8,"Daleville, AL, united states of america",Brandon Burks,RB,1791,2,Daleville Sch,0.7962,AL,183,2012
203488,Ankeny,Iowa State,6,1,"Ankeny, IA, united states of america",Cole Netten,K,1792,2,Ankeny,0.7961,IA,185,2012
203489,Metairie,Louisiana-Lafayette,6,3,"Metairie, LA, united states of america",Dominich Bilich,OG,1793,2,Archbishop Rummel,0.7961,LA,285,2012
203490,Honolulu,Colorado,6,2,"Honolulu, HI, united states of america",Kory Rasmussen,DT,1794,2,Kamehameha,0.7959,HI,250,2012
203491,Frederick,NoCollege,6,0,"Frederick, MD, united states of america",Jalen Gee,WR,1795,2,Frederick,0.7958,MD,170,2012
203492,Houston,SMU,6,3,"Houston, TX, united states of america",Jarvis Pruitt,WDE,1796,2,Stratford,0.7958,TX,215,2012
203493,Louisa,Marshall,6,5,"Louisa, KY, united states of america",Tyler Combs,OT,1797,2,Lawrence County,0.7958,KY,280,2012
203494,Goochland,Vanderbilt,6,4,"Goochland, VA, united states of america",Colby Cooke,P,1798,2,Goochland,0.7957,VA,180,2012
204195,West Bloomfield,Kent State,5,7,"West Bloomfield, MI, united states of america",C.J. Brathwaite,APB,1799,2,West Bloomfield,0.7956,MI,175,2012
204196,Brighton,NoCollege,6,4,"Brighton, MI, united states of america",Bill Albert,TE,1800,2,Brighton,0.7956,MI,210,2012
204197,Memphis,Memphis,6,5,"Memphis, TN, united states of america",Tony Mays,OT,1801,2,Whitehaven,0.7956,TN,260,2012
204198,Defuniak Springs,NoCollege,6,3,"Defuniak Springs, FL, united states of america",Chris Hall,SDE,1802,2,Walton,0.7954,FL,225,2012
204199,Houston,Houston,5,11,"Houston, TX, united states of america",Larry McDuffey,RB,1803,2,North Shore,0.7953,TX,165,2012
204200,Wheaton,Northwestern,6,2,"Wheaton, IL, united states of america",Danny Vitale,ATH,1804,2,Wheaton Warrenville South,0.7949,IL,195,2012
204201,Dallas,Duke,6,6,"Dallas, TX, united states of america",Tanner Stone,OT,1805,2,Highland Park,0.7949,TX,260,2012
204202,West Bloomfield,SMU,6,6,"West Bloomfield, MI, united states of america",Chauncey Briggs,OT,1806,2,West Bloomfield,0.7949,MI,330,2012
204203,Louisville,Western Kentucky,6,3,"Louisville, KY, united states of america",Tyler English,OG,1807,2,Trinity,0.7949,KY,260,2012
204204,Detroit,Northern Illinois,6,5,"Detroit, MI, united states of america",Daron Brown,OG,1808,2,Mumford,0.7946,MI,312,2012
204205,New Castle,Penn State,6,3,"New Castle, DE, united states of america",James Terry,DT,1809,2,Brandywine,0.7944,DE,310,2012
204206,Prattville,South Alabama,6,2,"Prattville, AL, united states of america",Jay Minor,WDE,1810,2,Prattville,0.7944,AL,235,2012
204207,Honolulu,UCLA,6,0,"Honolulu, HI, united states of america",Ka'imi Fairbairn,K,1811,2,Punahou,0.7943,HI,170,2012
204208,Ocean Springs,Southern Miss,6,4,"Ocean Springs, MS, united states of america",Jerry McCorvey,ILB,1812,2,Vancleave,0.7943,MS,222,2012
204209,Union,Western Kentucky,5,11,"Union, KY, united states of america",Travis Elliot,RB,1813,2,Ryle,0.7943,KY,215,2012
204210,Palm Beach Gardens,Connecticut,6,0,"Palm Beach Gardens, FL, united states of america",Bobby Puyol,K,1814,2,Dwyer,0.7943,FL,169,2012
204211,Columbia,Minnesota,6,4,"Columbia, MO, united states of america",Alex Keith,WDE,1815,2,Hickman,0.7942,MO,232,2012
204212,Ona,Marshall,6,1,"Ona, WV, united states of america",Ryan Riedel,ILB,1816,2,Cabell Midland,0.7942,WV,221,2012
204213,Dunn,NoCollege,6,5,"Dunn, NC, united states of america",Clark Eyers,TE,1817,2,Midway,0.7942,NC,245,2012
204214,Texarkana,SMU,6,1,"Texarkana, TX, united states of america",Nick Reed,FB,1818,2,Pleasant Grove,0.7942,TX,245,2012
204215,Antioch,NoCollege,6,2,"Antioch, CA, united states of america",Tavita Taito,OG,1819,2,Deer Valley,0.7939,CA,320,2012
204216,Jacksonville,California,6,1,"Jacksonville, FL, united states of america",Cole Leininger,K,1820,2,Bartram Trail,0.7934,FL,190,2012
204217,Garner,Gardner-Webb,5,11,"Garner, NC, united states of america",Demetrius Fairley,RB,1821,2,Garner,0.7934,NC,190,2012
204218,Sturgis,Ball State,6,6,"Sturgis, MI, united states of america",Drake Miller,OT,1822,2,Sturgis,0.7933,MI,270,2012
204219,Missouri City,New Mexico,5,10,"Missouri City, TX, united states of america",Rashad Jackson,ATH,1823,2,Fort Bend Marshall,0.7932,TX,160,2012
204220,Camden,Arkansas State,5,10,"Camden, AR, united states of america",Derek Keaton,ATH,1824,2,Camden Fairview,0.7932,AR,170,2012
204221,Dallas,Air Force,5,11,"Dallas, GA, united states of america",Andrej Suttles,WR,1825,2,East Paulding,0.7932,GA,185,2012
204222,Sealy,Baylor,6,3,"Sealy, TX, united states of america",Shamycheal Chatman,OLB,1826,2,Sealy,0.7932,TX,238,2012
204223,Tampa,FIU,6,3,"Tampa, FL, united states of america",Adrian Jenkins,WR,1827,2,Jefferson,0.7932,FL,200,2012
204224,New Orleans,FIU,6,4,"New Orleans, LA, united states of america",Raymond Jackson,WR,1828,2,O Perry Walker,0.7932,LA,215,2012
204225,Beaumont,North Texas,6,1,"Beaumont, TX, united states of america",Nick Schrapps,WR,1829,2,Monsignor Kelly Catholic,0.7932,TX,200,2012
204226,Pittsburgh,Toledo,5,7,"Pittsburgh, PA, united states of america",Damion Jones-Moore,RB,1830,2,Central Catholic,0.7931,PA,170,2012
204227,West Chester,Indiana,6,0,"West Chester, OH, united states of america",Dawson Fletcher,S,1831,2,Lakota West,0.7931,OH,180,2012
204228,Bloomfield Hills,NoCollege,6,4,"Bloomfield Hills, MI, united states of america",Joe Warner,TE,1832,2,Brother Rice,0.7930,MI,230,2012
204229,Milwaukee,Michigan State,5,10,"Milwaukee, WI, united states of america",Marcus Horne,RB,1833,2,Bradley Technology,0.7927,WI,190,2012
204230,Downers Grove,Notre Dame,6,4,"Downers Grove, IL, united states of america",Scott Daly,LS,1834,2,Downers Grove South,0.7927,IL,230,2012
204231,Summit,Louisiana Tech,6,3,"Summit, MS, united states of america",Vernon Butler,SDE,1835,2,North Pike,0.7925,MS,240,2012
204232,Argyle,NoCollege,6,2,"Argyle, TX, united states of america",Carston Bossow,ILB,1836,2,Argyle,0.7925,TX,220,2012
204233,Liberty,Texas State,6,6,"Liberty, TX, united states of america",Ryan Melton,OT,1837,2,Liberty,0.7925,TX,260,2012
204234,Brownsville,Houston,6,6,"Brownsville, TX, united states of america",Blake Herman,OT,1838,2,Needville,0.7925,TX,285,2012
204235,West Palm Beach,NoCollege,5,9,"West Palm Beach, FL, united states of america",Mike Bullard,WR,1839,2,Forest Hill Community,0.7925,FL,160,2012
204236,Middletown,Syracuse,6,2,"Middletown, MD, united states of america",Ben Lewis,WR,1840,2,Middletown,0.7924,MD,188,2012
204237,Dallas,SMU,6,6,"Dallas, TX, united states of america",Chase Walling,OT,1841,2,Lake Highlands,0.7924,TX,270,2012
204238,Greenbelt,Maryland,6,3,"Greenbelt, MD, united states of america",Shawn Petty,ATH,1842,2,Eleanor Roosevelt,0.7922,MD,225,2012
204239,Ruston,Louisiana-Lafayette,6,3,"Ruston, LA, united states of america",Joseph Brunson,OT,1843,2,Ruston,0.7922,LA,295,2012
204240,La Canada Flintridge,San Jose State,6,0,"La Canada Flintridge, CA, united states of america",Travis Talianko,WR,1844,2,St. Francis,0.7919,CA,190,2012
204241,Tampa,Iowa State,5,11,"Tampa, FL, united states of america",T.J. Mutcherson,ATH,1845,2,Freedom,0.7918,FL,190,2012
204242,Sandy,Brigham Young,6,3,"Sandy, UT, united states of america",Steven Richards,TE,1846,2,Alta,0.7917,UT,220,2012
204243,Pittsburg,San Jose State,6,2,"Pittsburg, CA, united states of america",Malik Watson,PRO,1847,2,Pittsburg Senior,0.7916,CA,207,2012
204244,Charlotte,Purdue,6,0,"Charlotte, NC, united states of america",Paul Griggs,K,1848,2,Charlotte Latin School,0.7915,NC,195,2012
204945,Mckees Rocks,NoCollege,5,9,"Mckees Rocks, PA, united states of america",Marzett Geter,CB,1849,2,Sto-Rox,0.7915,PA,165,2012
204946,Monroe,NoCollege,5,11,"Monroe, LA, united states of america",Ricky Wyatt,ILB,1850,2,Neville,0.7915,LA,220,2012
204947,Raleigh,NoCollege,6,6,"Raleigh, MS, united states of america",Kel Thurman,OT,1851,2,Raleigh,0.7915,MS,352,2012
204948,Mesa,San Diego State,6,1,"Mesa, AZ, united states of america",Alex Barrett,DT,1852,2,Desert Ridge,0.7915,AZ,230,2012
204949,Elk Grove,Air Force,6,0,"Elk Grove, CA, united states of america",Desmond Lewis,CB,1853,2,Pleasant Grove,0.7915,CA,160,2012
204950,Solon,Navy,6,2,"Solon, OH, united states of america",Nate Hoff,DT,1854,2,Solon,0.7915,OH,285,2012
204951,Chicago,Toledo,6,4,"Chicago, IL, united states of america",Phillip Martin,DT,1855,2,Kenwood Academy,0.7915,IL,265,2012
204952,Buffalo,Buffalo,6,3,"Buffalo, NY, united states of america",Corey Madlock,DT,1856,2,Canisius,0.7915,NY,280,2012
204953,Minerva,Kent State,6,4,"Minerva, OH, united states of america",Kyle Crum,TE,1857,2,Minerva,0.7914,OH,215,2012
204954,Arcadia,Fresno State,6,2,"Arcadia, CA, united states of america",Myles Carr,PRO,1858,2,Arcadia,0.7912,CA,200,2012
204955,Orlando,Connecticut,6,1,"Orlando, FL, united states of america",Michael Ellis Marder,S,1859,2,Lake Highland Prep,0.7911,FL,185,2012
204956,Woodbridge,NoCollege,6,1,"Woodbridge, VA, united states of america",Darius Parson,ILB,1860,2,Woodbridge,0.7911,VA,228,2012
204957,Perris,UTEP,6,1,"Perris, CA, united states of america",Darnell Murray,ILB,1861,2,Citrus Hill,0.7911,CA,212,2012
204958,Stevenson Ranch,California,5,8,"Stevenson Ranch, CA, united states of america",Jeffrey Coprich,RB,1862,2,West Ranch,0.7910,CA,180,2012
204959,Woodbridge,Old Dominion,6,5,"Woodbridge, VA, united states of america",Andrew Maddox,OT,1863,2,Woodbridge,0.7909,VA,275,2012
204960,Forney,Northwestern,5,11,"Forney, TX, united states of america",Stephen Buckley,ATH,1864,2,Forney,0.7909,TX,175,2012
204961,Miami,Western Michigan,6,2,"Miami, FL, united states of america",Roosevelt Donaldson,SDE,1865,2,Miami Southridge,0.7908,FL,250,2012
204962,Mechanicsburg,Temple,6,2,"Mechanicsburg, PA, united states of america",Kyle Friend,OG,1866,2,Cumberland Valley,0.7907,PA,278,2012
204963,Minot,Northern Illinois,6,4,"Minot, ND, united states of america",Dustin Adams,OT,1867,2,Minot,0.7907,ND,286,2012
204964,Patterson,Louisiana-Lafayette,5,11,"Patterson, LA, united states of america",Tremaine Lightfoot,ILB,1868,2,Patterson,0.7906,LA,202,2012
204965,Manvel,SMU,6,5,"Manvel, TX, united states of america",Christian Chamagua,OT,1869,2,Manvel,0.7906,TX,290,2012
204966,Glendale,Idaho,5,7,"Glendale, AZ, united states of america",Trae Armstrong,APB,1870,2,Deer Valley,0.7906,AZ,175,2012
204967,Boynton Beach,NoCollege,6,4,"Boynton Beach, FL, united states of america",DeCarreus Mason,OT,1871,2,Boynton Beach Community,0.7904,FL,265,2012
204968,Deland,Georgia Tech,6,1,"Deland, FL, united states of america",Ryan Rodwell,K,1872,2,Deland,0.7903,FL,215,2012
204969,Argyle,North Texas,6,5,"Argyle, TX, united states of america",Brad Horton,WDE,1873,2,Liberty Christian,0.7902,TX,228,2012
204970,Ventura,NoCollege,6,4,"Ventura, CA, united states of america",David Barajas,OG,1874,2,St. Bonaventure,0.7900,CA,275,2012
204971,North Royalton,NoCollege,6,3,"North Royalton, OH, united states of america",Azarie Battle,SDE,1875,2,North Royalton,0.7900,OH,230,2012
204972,Chattanooga,NoCollege,6,0,"Chattanooga, TN, united states of america",Henrique Ribeiro,K,1876,2,Baylor School,0.7899,TN,220,2012
204973,Haddonfield,NoCollege,6,3,"Haddonfield, NJ, united states of america",LaKai Robinson,OG,1877,2,Paul VI,0.7899,NJ,255,2012
204974,Saint Augustine,NoCollege,6,4,"Saint Augustine, FL, united states of america",Devon Williams,OG,1878,2,St. Augustine,0.7899,FL,330,2012
204975,Hollywood,NoCollege,6,2,"Hollywood, FL, united states of america",Willie Paisley,DT,1879,2,Miramar,0.7899,FL,320,2012
204976,San Diego,NoCollege,5,10,"San Diego, CA, united states of america",Shawn Boose,ATH,1880,2,Kearny,0.7899,CA,180,2012
204977,Hampton,NoCollege,6,2,"Hampton, VA, united states of america",Dallas Cogdell,RB,1881,2,Hampton,0.7899,VA,210,2012
204978,Suwanee,NoCollege,5,11,"Suwanee, GA, united states of america",Malcolm Jackson,CB,1882,2,North Gwinnett,0.7899,GA,170,2012
204979,Liberty,NoCollege,6,1,"Liberty, TX, united states of america",Izaiah Robinson,S,1883,2,Liberty,0.7899,TX,175,2012
204980,Grand Prairie,NoCollege,5,9,"Grand Prairie, TX, united states of america",Abraham Hall,S,1884,2,South Grand Prairie,0.7899,TX,175,2012
204981,Opelika,NoCollege,6,1,"Opelika, AL, united states of america",Jamarlo Alford,DT,1885,2,Opelika,0.7899,AL,275,2012
204982,Hattiesburg,NoCollege,6,4,"Hattiesburg, MS, united states of america",Marlon Pope,TE,1886,2,Blair Center Hattiesburg,0.7899,MS,220,2012
204983,Oxford,NoCollege,5,9,"Oxford, MS, united states of america",Demarkus Dennis,RB,1887,2,Lafayette,0.7899,MS,205,2012
204984,Aurora,NoCollege,6,2,"Aurora, CO, united states of america",Maleaque Washington,WR,1888,2,Eaglecrest,0.7899,CO,200,2012
204985,Cartersville,NoCollege,6,6,"Cartersville, GA, united states of america",Devin O'Connor,WDE,1889,2,Cartersville,0.7899,GA,220,2012
204986,Portsmouth,NoCollege,6,0,"Portsmouth, VA, united states of america",Chavelle Atkins,RB,1890,2,I. C. Norcom,0.7899,VA,205,2012
204987,Jasper,NoCollege,6,2,"Jasper, TX, united states of america",Patrick Beatty,ATH,1891,2,Jasper,0.7899,TX,210,2012
204988,League City,NoCollege,6,1,"League City, TX, united states of america",Damani Alexcee,S,1892,2,Clear Springs,0.7899,TX,175,2012
204989,Salt Lake City,Utah,6,4,"Salt Lake City, UT, united states of america",Nua Poteki,OT,1893,2,Brighton,0.7898,UT,280,2012
